Index	Reagents	Products	Rule	Energy Change
6780_0	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['O', 'C(C(CO)O)(NC)=CC(C=O)=O']	Elimination2	-211.94
6780_1	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['O', 'C(C(CO)O)(NC)=CC(C=O)=O']	Dehydration of Amines	-211.94
6782_0	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['O', 'C(CO)=C(C(C(C=O)=O)O)NC']	Elimination2	-211.94
6782_1	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['O', 'C(CO)=C(C(C(C=O)=O)O)NC']	Dehydration of Amines	-211.94
6784_0	['C(C(C(CO)NCC(O)=O)O)=O']	['O', 'C(CNC(CO)=CC=O)(O)=O']	Elimination2	-119.76
6784_1	['C(C(C(CO)NCC(O)=O)O)=O']	['O', 'C(CNC(CO)=CC=O)(O)=O']	Dehydration of Amines	-119.76
6786_0	['C(C(C(CO)NCC(O)=O)O)=O']	['O', 'C(C(C(NCC(O)=O)=C)O)=O']	Elimination2	-238.14
6786_1	['C(C(C(CO)NCC(O)=O)O)=O']	['O', 'C(C(C(NCC(O)=O)=C)O)=O']	Dehydration of Amines	-238.14
6788_0	['C(C(C(C(C(CO)O)O)NC)O)=O']	['O', 'C(C(C(CO)O)O)(NC)=CC=O']	Elimination2	-258.55
6788_1	['C(C(C(C(C(CO)O)O)NC)O)=O']	['O', 'C(C(C(CO)O)O)(NC)=CC=O']	Dehydration of Amines	-258.55
6790_0	['C(C(C(C(C(CO)O)O)NC)O)=O']	['O', 'C(C(C(NC)=CC(CO)O)O)=O']	Elimination2	149.44
6790_1	['C(C(C(C(C(CO)O)O)NC)O)=O']	['O', 'C(C(C(NC)=CC(CO)O)O)=O']	Dehydration of Amines	149.44
6792_0	['C(C1(CC(C(CO)O1)O)O)=O']	['O', 'C1C(C(CO)OC=1C=O)O']	Elimination2	-206.04
6794_0	['C(C1(CC(C(CO)O1)O)O)=O']	['O', 'C(C1(C=CC(CO)O1)O)=O']	Elimination2	-465.08
6796_0	['C(CC1(C(C(CO1)O)O)O)=O']	['O', 'C1(C(C(CO1)O)O)=CC=O']	Elimination2	-277.72
6798_0	['C(C(C1(CC(CO1)O)O)O)=O']	['O', 'C(C(C1OCC(C=1)O)O)=O']	Elimination2	37.95
6800_0	['C(C(C1(CC(CO1)O)O)O)=O']	['O', 'C(C(C1(C=CCO1)O)O)=O']	Elimination2	-268.72
6802_0	['C(C1C(CC(CO)(O1)O)O)=O']	['O', 'C(C1C=CC(CO)(O1)O)=O']	Elimination2	-246.59
6804_0	['C(C1C(CC(CO)(O1)O)O)=O']	['O', 'C(C1C(C=C(CO)O1)O)=O']	Elimination2	-253.31
6806_0	['C(C1C(C(C(C)(O1)O)O)O)=O']	['O', 'C(C1C(C(C(O1)=C)O)O)=O']	Elimination2	-233.12
6808_0	['C(C(C1C(CC(O)O1)O)O)=O']	['O', 'C(C(C1C=CC(O)O1)O)=O']	Elimination2	-256.49
6810_0	['C(C(C1C(CC(O)O1)O)O)=O']	['O', 'C(C(C1C(C=CO1)O)O)=O']	Elimination2	-249.76
6812_0	['C(C1(CC(C(CO1)O)O)O)=O']	['O', 'C1C(C(COC=1C=O)O)O']	Elimination2	-250.46
6814_0	['C(C1(CC(C(CO1)O)O)O)=O']	['O', 'C(C1(C=CC(CO1)O)O)=O']	Elimination2	-216.16
6816_0	['C(C1C(C(CC(O1)O)O)O)=O']	['O', 'C(C1C(C=CC(O)O1)O)=O']	Elimination2	-253.79
6818_0	['C(C1C(C(CC(O1)O)O)O)=O']	['O', 'C(C1C(C(C=CO1)O)O)=O']	Elimination2	-253.79
6820_0	['C(CN)O']	['O', 'C=CN']	Elimination2	-738.98
6820_1	['C(CN)O']	['O', 'C=CN']	Dehydration of Amines	-738.98
6822_0	['C(C(C(CN)O)O)O']	['O', 'C(C(CO)O)=CN']	Elimination2	-455.65
6822_1	['C(C(C(CN)O)O)O']	['O', 'C(C(CO)O)=CN']	Dehydration of Amines	-455.65
6824_0	['C(C(C(C(C(CO)N)O)O)O)O']	['O', 'C=C(C(C(C(CO)O)O)O)N']	Elimination2	-148.99
6824_1	['C(C(C(C(C(CO)N)O)O)O)O']	['O', 'C=C(C(C(C(CO)O)O)O)N']	Dehydration of Amines	-148.99
6826_0	['C(C(C(C(C(CO)N)O)O)O)O']	['O', 'C(C(C(CO)O)O)=C(CO)N']	Elimination2	-155.71
6826_1	['C(C(C(C(C(CO)N)O)O)O)O']	['O', 'C(C(C(CO)O)O)=C(CO)N']	Dehydration of Amines	-155.71
6828_0	['C(CC(C(C(CO)O)O)N)=O']	['O', 'C(CC(N)=CC(CO)O)=O']	Elimination2	-354.84
6828_1	['C(CC(C(C(CO)O)O)N)=O']	['O', 'C(CC(N)=CC(CO)O)=O']	Dehydration of Amines	-354.84
6830_0	['C(C(C(CC(CO)O)N)O)=O']	['O', 'C(CC(CO)O)(N)=CC=O']	Elimination2	-361.56
6830_1	['C(C(C(CC(CO)O)N)O)=O']	['O', 'C(CC(CO)O)(N)=CC=O']	Dehydration of Amines	-361.56
6832_0	['C(C(C(CC(CO)O)N)O)=O']	['O', 'C(C(C(C=CCO)N)O)=O']	Elimination2	-354.84
6834_0	['C(C(CC(C(CO)O)N)O)=O']	['O', 'C(C(CC(N)=CCO)O)=O']	Elimination2	-361.56
6834_1	['C(C(CC(C(CO)O)N)O)=O']	['O', 'C(C(CC(N)=CCO)O)=O']	Dehydration of Amines	-361.56
6836_0	['C(C(CC(C(CO)O)N)O)=O']	['O', 'C(C(C(CO)O)N)=CC=O']	Elimination2	-346.11
6838_0	['C(C(C(C(CCO)N)O)O)=O']	['O', 'C(C(C=C(CCO)N)O)=O']	Elimination2	-346.11
6838_1	['C(C(C(C(CCO)N)O)O)=O']	['O', 'C(C(C=C(CCO)N)O)=O']	Dehydration of Amines	-346.11
6840_0	['C(C(C(C(CCO)N)O)O)=O']	['O', 'C(C(C(C(C=C)N)O)O)=O']	Elimination2	-352.84
6842_0	['C(C(C(CC(CO)N)O)O)=O']	['O', 'C(C(C(CC(N)=C)O)O)=O']	Elimination2	20.28
6842_1	['C(C(C(CC(CO)N)O)O)=O']	['O', 'C(C(C(CC(N)=C)O)O)=O']	Dehydration of Amines	20.28
6844_0	['C(C(C(CC(CO)N)O)O)=O']	['O', 'C(C(C=CC(CO)N)O)=O']	Elimination2	-387.71
6846_0	['C(C(C(C(C(C)N)O)O)O)=O']	['O', 'C(C(C(C=C(C)N)O)O)=O']	Elimination2	-58.57
6846_1	['C(C(C(C(C(C)N)O)O)O)=O']	['O', 'C(C(C(C=C(C)N)O)O)=O']	Dehydration of Amines	-58.57
6848_0	['C(C(C(C(CCN)O)O)O)=O']	['O', 'C(C(C(C=CCN)O)O)=O']	Elimination2	-76.57
6849_0	['C1(C(CC(C(CO)O)O1)O)=O']	['O', 'C1C(C(CO)O)OC(C=1)=O']	Elimination2	133.86
6850_0	['C1(C(CC(C(CO)O1)O)O)=O']	['O', 'C1C(C(CO)OC(C=1)=O)O']	Elimination2	129.84
6852_0	['C1(C(CC(C(CO)O1)O)O)=O']	['O', 'C1(C(C=CC(CO)O1)O)=O']	Elimination2	88.83
6853_0	['C1(C(CC(C(CO1)O)O)O)=O']	['O', 'C1C(C(COC(C=1)=O)O)O']	Elimination2	82.84
6855_0	['C1(C(CC(C(CO1)O)O)O)=O']	['O', 'C1(C(C=CC(CO1)O)O)=O']	Elimination2	-26.7
6857_0	['C(C(CCO)O)(O)=O']	['O', 'C(CO)=CC(O)=O']	Elimination2	118.02
6859_0	['C(C(CCO)O)(O)=O']	['O', 'C(C(C=C)O)(O)=O']	Elimination2	-289.97
6860_0	['C(C(CC(C(CO)O)O)O)=O']	['O', 'C(C(C(CO)O)O)=CC=O']	Elimination2	-236.54
6862_0	['C(C(CC(C(CO)O)O)O)=O']	['O', 'C(C(C=CC(CO)O)O)=O']	Elimination2	243.05
6863_0	['O', 'C(C(C(C(CO)O)O)O)=CN']	['C(C(C(C(C(CN)O)O)O)O)O']	Deydration of Amines (inverse)	-27.14
6863_1	['O', 'C(C(C(C(CO)O)O)O)=CN']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C=C(O)	-27.14
6865_0	['O', 'C1(C(C(C(C1CO)O)O)O)=O']	['C(C1(C(C(C(C1O)O)O)O)O)O']	Hydration of C(=O)C	652.58
6867_0	['O', 'C1(C(C(C(C(C1)O)O)O)O)=O']	['C1(C(C(C(C(C1O)O)O)O)O)O']	Hydration of C(=O)C	700.04
6868_0	['O', 'C(C1C(C(C(C1O)O)O)O)=O']	['C(C1(C(C(C(C1O)O)O)O)O)O']	Hydration of C(=O)C	630.82
6869_0	['O', 'C(C(C)=O)=O']	['C(C(CO)O)=O']	Hydration of C(=O)C	47.05
6870_0	['O', 'C(CC(CO)=O)=O']	['C(CO)(C(CO)O)=O']	Hydration of C(=O)C	47.2
6871_0	['O', 'C(CC(CO)=O)=O']	['C(C(C(CO)O)O)=O']	Hydration of C(=O)C	49.2
6872_0	['O', 'C(C(C(C)=O)O)=O']	['C(C(C(CO)O)O)=O']	Hydration of C(=O)C	102.36
6873_0	['O', 'C(C)(C(CO)O)=O']	['C(C(C(CO)O)O)O']	Hydration of C(=O)C	45.4
6874_0	['O', 'C(C(CC(CO)=O)O)=O']	['C(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	-68.53
6875_0	['O', 'C(C(CCO)=O)=O']	['C(C(C(CO)O)O)=O']	Hydration of C(=O)C	41.01
6876_0	['O', 'C(CO)(CCO)=O']	['C(C(C(CO)O)O)O']	Hydration of C(=O)C	41.01
6877_0	['O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	-64.14
6878_0	['O', 'C(C)(CO)=O']	['C(C(CO)O)O']	Hydration of C(=O)C	-366.17
6879_0	['O', 'C(CC(C=O)O)=O']	['C(C(C(CO)O)O)=O']	Hydration of C(=O)C	39.01
6880_0	['O', 'C(C)=O']	['C(CO)O']	Hydration of C(=O)C	43.23
6881_0	['O', 'C(CC(C(C(CO)O)=O)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Hydration of C(=O)C	39.01
6882_0	['O', 'C(C(CO)=O)(CC(CO)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6883_0	['O', 'C(C(CO)O)(CC(CO)=O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Hydration of C(=O)C	41.01
6884_0	['O', 'C(C(CO)O)(CC(CO)=O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6885_0	['O', 'C(CCO)(C(C(CO)=O)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6886_0	['O', 'C(CO)(C(CC(CO)=O)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6887_0	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	45.4
6888_0	['O', 'C(CC(C(C(CO)=O)O)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	39.01
6889_0	['O', 'C(CC(C(C(CO)O)=O)NC)=O']	['C(C(CO)O)(C(C(CO)O)NC)=O']	Hydration of C(=O)C	-0.48
6890_0	['O', 'C(C(CNC)=O)(CC(CO)O)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6891_0	['O', 'C(C(CO)O)(CC(CNC)=O)=O']	['C(C(CO)O)(C(C(CNC)O)O)=O']	Hydration of C(=O)C	76.33
6892_0	['O', 'C(C(CO)O)(CC(CNC)=O)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6893_0	['O', 'C(CCO)(C(C(CNC)=O)O)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6894_0	['O', 'C(CC(C(CNC)=O)O)(CO)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	41.01
6895_0	['O', 'C(C(C(C(CNC)=O)O)O)(C)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	45.4
6896_0	['O', 'C(CC(C(C(CNC)=O)O)O)=O']	['C(CNC)(C(C(C(CO)O)O)O)=O']	Hydration of C(=O)C	39.01
6897_0	['O', 'C(CO)(CC(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O']	Hydration of C(=O)C	41.01
6898_0	['O', 'C(C(C(CO)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)O']	Hydration of C(=O)C	41.01
6899_0	['O', 'C(C(CO)O)(CC(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O']	Hydration of C(=O)C	41.01
6900_0	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O']	Hydration of C(=O)C	45.4
6901_0	['O', 'C(CC(C(C(CO)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O']	Hydration of C(=O)C	39.01
6902_0	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6903_0	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6904_0	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6905_0	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6906_0	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6907_0	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6908_0	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	45.4
6909_0	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Hydration of C(=O)C	39.01
6910_0	['O', 'C1(CC(C(C1(CO)O)O)O)=O']	['C(C1(C(C(C(C1O)O)O)O)O)O']	Hydration of C(=O)C	655.9
6911_0	['O', 'C(CC(C(C(CO)O)NC)=O)=O']	['C(C(CO)O)(C(C(CO)O)NC)=O']	Hydration of C(=O)C	7.71
6912_0	['O', 'C(CC(C(C(CO)O)NC)=O)=O']	['C(C(C(C(C(CO)O)NC)O)O)=O']	Hydration of C(=O)C	177.12
6913_0	['O', 'C(C(C(CC(CO)O)=O)NC)=O']	['C(C(C(C(C(CO)O)O)O)NC)=O']	Hydration of C(=O)C	10.37
6914_0	['O', 'C(CC(C=O)O)(C(CO)NC)=O']	['C(C(C(C(C(CO)NC)O)O)O)=O']	Hydration of C(=O)C	152.86
6915_0	['O', 'C(C(C(C=O)O)NC)(CCO)=O']	['C(C(C(C(C(CO)O)O)NC)O)=O']	Hydration of C(=O)C	41.01
6916_0	['O', 'C(C(C(C(C(C)=O)NC)O)O)=O']	['C(C(C(C(C(CO)O)NC)O)O)=O']	Hydration of C(=O)C	173.33
6917_0	['O', 'C(CN)(CC(C(CO)O)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6918_0	['O', 'C(CCO)(CC(C=O)=O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Hydration of C(=O)C	49.2
6919_0	['O', 'C(CCO)(CC(C=O)=O)=O']	['C(C(C(C(CCO)O)O)=O)=O']	Hydration of C(=O)C	211.26
6920_0	['O', 'C(CCO)(CC(C=O)=O)=O']	['C(C(CC(C(CO)O)O)=O)=O']	Hydration of C(=O)C	49.2
6921_0	['O', 'C(CO)(CCC(C=O)=O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Hydration of C(=O)C	41.01
6922_0	['O', 'C(CO)(CCC(C=O)=O)=O']	['C(C(CC(C(CO)O)O)=O)=O']	Hydration of C(=O)C	41.01
6923_0	['O', 'C(C)(C(CC(C=O)=O)O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Hydration of C(=O)C	41.01
6924_0	['O', 'C(C)(C(CC(C=O)=O)O)=O']	['C(C(CC(C(CO)O)O)=O)=O']	Hydration of C(=O)C	45.4
6925_0	['O', 'C(CC(CC(C=O)=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Hydration of C(=O)C	41.01
6926_0	['O', 'C(CC(CC(C=O)=O)O)=O']	['C(C(CC(C(CO)O)O)=O)=O']	Hydration of C(=O)C	39.01
6927_0	['O', 'C(CC(C(CCO)=O)=O)=O']	['C(C(C(CO)O)=O)(CCO)=O']	Hydration of C(=O)C	217.65
6928_0	['O', 'C(CC(C(CCO)=O)=O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Hydration of C(=O)C	49.2
6929_0	['O', 'C(CC(C(CCO)=O)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Hydration of C(=O)C	36.37
6930_0	['O', 'C(CC(CC(CO)=O)=O)=O']	['C(C(CO)O)(CC(CO)=O)=O']	Hydration of C(=O)C	47.2
6931_0	['O', 'C(CC(CC(CO)=O)=O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Hydration of C(=O)C	49.2
6932_0	['O', 'C(CC(CC(CO)=O)=O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Hydration of C(=O)C	49.2
6933_0	['O', 'C(CC(CC(CO)=O)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Hydration of C(=O)C	36.37
6934_0	['O', 'C(CC(C(C(C)=O)O)=O)=O']	['C(C(CO)O)(C(C(C)=O)O)=O']	Hydration of C(=O)C	264.41
6935_0	['O', 'C(CC(C(C(C)=O)O)=O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Hydration of C(=O)C	97.97
6936_0	['O', 'C(CC(C(C(C)=O)O)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Hydration of C(=O)C	89.53
6937_0	['O', 'C(CC(C(CC=O)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Hydration of C(=O)C	51.84
6938_0	['O', 'C(CC(C(CC=O)O)=O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Hydration of C(=O)C	53.84
6939_0	['O', 'C(CC(C(CC=O)O)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Hydration of C(=O)C	39.01
6940_0	['O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Hydration of C(=O)C	41.01
6941_0	['O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(C(C(C(C(C)O)O)=O)O)=O']	Hydration of C(=O)C	216.19
6942_0	['O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(C(C(CC(CO)O)=O)O)=O']	Hydration of C(=O)C	-11.55
6943_0	['O', 'C(C(C(CCC=O)=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Hydration of C(=O)C	41.01
6944_0	['O', 'C(C(C(CCC=O)=O)O)=O']	['C(C(C(CC(CO)O)=O)O)=O']	Hydration of C(=O)C	-17.94
6945_0	['O', 'C(C(CC(C(C)=O)=O)O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Hydration of C(=O)C	41.01
6946_0	['O', 'C(C(CC(C(C)=O)=O)O)=O']	['C(CC(C=O)O)(C(CO)O)=O']	Hydration of C(=O)C	45.4
6947_0	['O', 'C(CC(CC(C=O)O)=O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Hydration of C(=O)C	49.2
6948_0	['O', 'C(CC(CC(C=O)O)=O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Hydration of C(=O)C	49.2
6949_0	['O', 'C(CC(CC(C=O)O)=O)=O']	['C(CC(C=O)O)(C(CO)O)=O']	Hydration of C(=O)C	47.2
6950_0	['O', 'C1(C(O)OC(C(CO)O)C1)=O']	['C(C(C1C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6951_0	['O', 'C1(C(C(CO)O)OC(C1)O)=O']	['C(C(C1C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6952_0	['O', 'C(C)(C1C(C(C(O1)O)O)O)=O']	['C(C(C1C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	45.4
6953_0	['O', 'C(CC1C(C(C(O)O1)O)O)=O']	['C(C(C1C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	39.01
6954_0	['O', 'C1(C(O)OC(CO)C(C1)O)=O']	['C(C1C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6955_0	['O', 'C1(C(C(CO)OC(C1)O)O)=O']	['C(C1C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6956_0	['O', 'C1(C(C(O)OC(CO)C1)O)=O']	['C(C1C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6957_0	['O', 'C1(C(CO)OC(C(C1)O)O)=O']	['C(C1C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6958_0	['O', 'C1(C(O)OCC(C(C1)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6959_0	['O', 'C1(C(C(COC(C1)O)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6960_0	['O', 'C1(C(C(O)OCC(C1)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6961_0	['O', 'C1(C(COC(C(C1)O)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6962_0	['O', 'C1(C(C(C(O)OCC1)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6963_0	['O', 'C1(COC(C(C(C1)O)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hydration of C(=O)C	51.69
6964_0	['O', 'C(C(C(CO)O)O)(CCN)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6965_0	['O', 'C(C(CN)O)(CC(CO)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6966_0	['O', 'C(C(CO)O)(CC(CN)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6967_0	['O', 'C(C(C(CN)O)O)(CCO)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6968_0	['O', 'C(CO)(CC(C(CN)O)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	41.01
6969_0	['O', 'C(C)(C(C(C(CN)O)O)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	45.4
6970_0	['O', 'C(CC(C(C(CN)O)O)O)=O']	['C(C(C(C(C(CN)O)O)O)O)O']	Hydration of C(=O)C	39.01
6971_0	['O', 'C(CC(C(O)=O)O)(CCO)=O']	['C(C(C(C(CCO)O)O)O)(O)=O']	Hydration of C(=O)C	454.91
6972_0	['O', 'C(CC(C(O)=O)O)(CCO)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6973_0	['O', 'C(C(CCC(CO)=O)O)(O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C(=O)C	41.01
6974_0	['O', 'C(C(CC(C(C)=O)O)O)(O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C(=O)C	45.4
6975_0	['O', 'C(CC(CC(C(O)=O)O)O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C(=O)C	39.01
6976_0	['O', 'C(C(C(CC(CO)O)=O)=O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	41.01
6977_0	['O', 'C(C(CO)O)(CC(C=O)=O)=O']	['C(C(C(C=O)O)O)(C(CO)O)=O']	Hydration of C(=O)C	176.46
6978_0	['O', 'C(C(CO)O)(CC(C=O)=O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	49.2
6979_0	['O', 'C(CCO)(C(C(C=O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	97.97
6980_0	['O', 'C(CO)(CC(C(C=O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	41.01
6981_0	['O', 'C(C)(C(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	45.4
6982_0	['O', 'C(CC(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)=O)=O']	Hydration of C(=O)C	39.01
6983_0	['O', 'C(C(CC(C(CO)O)NC)=O)=O']	['C(C(C(C(C(CO)O)NC)O)O)=O']	Hydration of C(=O)C	168.94
6984_0	['O', 'C(CC(C(C(CO)NC)O)=O)=O']	['C(C(CO)O)(C(C(CO)NC)O)=O']	Hydration of C(=O)C	45.11
6985_0	['O', 'C(CC(C(C(CO)NC)O)=O)=O']	['C(C(C(C(C(CO)NC)O)O)O)=O']	Hydration of C(=O)C	165.69
6986_0	['O', 'C(C(C(CC(CO)NC)=O)O)=O']	['C(C(C(C(C(CO)NC)O)O)O)=O']	Hydration of C(=O)C	209.81
6987_0	['O', 'C(CC(C=O)NC)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)NC)=O']	Hydration of C(=O)C	41.01
6989_0	['O', 'C(CC(C=O)O)(C(CNC)O)=O']	['C(C(C(C(C(CNC)O)O)O)O)=O']	Hydration of C(=O)C	32.48
6990_0	['O', 'C(C(C(C(CCO)=O)O)NC)=O']	['C(C(C(C(C(CO)O)O)O)NC)=O']	Hydration of C(=O)C	41.01
6991_0	['O', 'C(C(C(C=O)O)O)(CCNC)=O']	['C(C(C(C(C(CNC)O)O)O)O)=O']	Hydration of C(=O)C	32.48
6992_0	['O', 'C(C(C(CC(CO)=O)NC)O)=O']	['C(C(C(C(C(CO)O)O)NC)O)=O']	Hydration of C(=O)C	41.01
6993_0	['O', 'C(C(C(C(C(C)=O)O)NC)O)=O']	['C(C(C(C(C(CO)O)O)NC)O)=O']	Hydration of C(=O)C	45.4
6994_0	['O', 'C(CC(C(C(C=O)O)NC)O)=O']	['C(C(C(C(C(CO)O)O)NC)O)=O']	Hydration of C(=O)C	39.01
6995_0	['O', 'C(CC(C(C(C=O)O)O)NC)=O']	['C(C(C(C(C(CO)O)NC)O)O)=O']	Hydration of C(=O)C	166.93
6997_0	['O', 'C(CC1(C(C(CO1)O)O)O)=O']	['C1C(C(C(C(CO)O)(O)O1)O)O']	Hydration of C(=O)C	528.45
6999_0	['O', 'C(CC(C(C(CO)O)O)N)=O']	['C(C(C(C(C(CO)O)N)O)O)O']	Hydration of C(=O)C	388.58
7000_0	['O', 'C(C(CO)O)=CC(C=O)=O']	['C(C(CC(C(CO)O)O)=O)=O']	Hydration of C=C(O)	0.43
7001_0	['O', 'C(C(CO)O)=CC(C=O)=O']	['C(C(C(CC(CO)O)O)=O)=O']	Hydration of C=C(O)	0.43
